name,sf,N,num_trials,gamma_0,gamma_1,d,fpt,alive
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,33,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,31,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,27,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,39,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,30,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,30,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,26,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,34,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,24,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,33,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,30,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,25,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,27,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,38,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,39,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,28,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,35,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,27,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,36,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,30,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,33,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,28,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,22,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,25,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,27,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,30,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,26,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,25,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,30,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,23,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,29,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,26,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,27,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,26,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,33,0
sf_2500_100_0.00625_0.003_0.0,sf,2500,100,0.00625,0.003,0.0,31,0
